recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
grok_fast_breakfast_11,grok_fast,breakfast,Biscuits,Whole Wheat Honey Biscuits,"[""200 g Whole wheat flour"", ""50 g All-purpose flour"", ""1 tbsp Baking powder"", ""0.5 tsp Salt"", ""60 g Unsalted butter, cold"", ""2 tbsp Honey"", ""180 ml Buttermilk, low-fat""]","Preheat your oven to 220°C and line a baking sheet with parchment paper. In a large mixing bowl, combine the whole wheat flour, all-purpose flour, baking powder, and salt. Cut the cold butter into small cubes and add it to the flour mixture. Using your fingers or a pastry cutter, work the butter into the flour until it resembles coarse crumbs with pea-sized pieces of butter remaining. In a separate small bowl, mix the honey with the buttermilk until well combined. Pour the wet mixture into the dry ingredients and stir gently with a wooden spoon just until a dough forms. Be careful not to overmix. Turn the dough out onto a lightly floured surface and knead it gently 2-3 times to bring it together. Pat the dough into a rectangle about 2 cm thick. Using a round biscuit cutter or the rim of a glass, cut out biscuits and place them on the prepared baking sheet, ensuring they are close but not touching. Gather any scraps, pat them together, and cut out additional biscuits. Bake in the preheated oven for 12-15 minutes or until the tops are golden brown. Remove from the oven and let them cool slightly on a wire rack before serving.",8,1200,30,40,180,22,30,15,2.5,400,6,120,500,600,3,20,25,200,1,2,0,60,0.5,0.8,0.6,5,0.4,6,moderate,5
grok_fast_breakfast_12,grok_fast,breakfast,Biscuits,Whole Wheat Honey Oat Biscuits,"[""200 g Whole wheat flour"", ""50 g Rolled oats"", ""1 tsp Baking powder"", ""0.5 tsp Baking soda"", ""0.5 tsp Salt"", ""60 g Unsalted butter, cold"", ""2 tbsp Honey"", ""120 ml Buttermilk, low-fat""]","Preheat your oven to 200°C and line a baking sheet with parchment paper. In a large mixing bowl, combine the whole wheat flour, rolled oats, baking powder, baking soda, and salt. Cut the cold butter into small cubes and add it to the dry ingredients. Using your fingers or a pastry cutter, work the butter into the mixture until it resembles coarse crumbs with pea-sized pieces of butter remaining. In a separate small bowl, mix the honey with the buttermilk until well combined. Pour the wet mixture into the dry ingredients and stir gently with a fork until a soft dough forms; be careful not to overmix. Turn the dough out onto a lightly floured surface and pat it into a 2 cm thick rectangle. Use a round biscuit cutter or a glass to cut out biscuits, placing them on the prepared baking sheet about 5 cm apart. Gather the scraps, re-roll, and cut out additional biscuits until all the dough is used. Bake for 10-12 minutes or until the biscuits are golden brown on top. Remove from the oven and let them cool slightly on a wire rack before serving warm.",8,1200,30,45,170,25,30,20,2.5,400,6,120,500,600,3,20,15,200,1,2,0,80,0.5,0.8,0.6,5,0.4,6,moderate,5
grok_fast_breakfast_13,grok_fast,breakfast,Biscuits,Whole Wheat Honey Oat Biscuits,"[""200 g Whole wheat flour"", ""50 g Rolled oats"", ""1 tsp Baking powder"", ""0.5 tsp Baking soda"", ""0.5 tsp Salt"", ""60 g Unsalted butter, cold"", ""2 tbsp Honey"", ""150 ml Buttermilk, low-fat""]","Preheat your oven to 200°C and line a baking sheet with parchment paper. In a large mixing bowl, combine the whole wheat flour, rolled oats, baking powder, baking soda, and salt. Cut the cold butter into small cubes and add it to the dry ingredients. Use your fingers or a pastry cutter to rub the butter into the flour mixture until it resembles coarse crumbs with small pea-sized pieces of butter. In a separate small bowl, mix the honey with the buttermilk until well combined. Pour the wet mixture into the dry ingredients and stir gently with a fork until a shaggy dough forms; be careful not to overmix. Turn the dough out onto a lightly floured surface and pat it into a rectangle about 2 cm thick. Using a round biscuit cutter or a glass, cut out biscuits and place them on the prepared baking sheet, spacing them about 5 cm apart. Gather any scraps, gently pat them together, and cut out additional biscuits. Bake in the preheated oven for 12-15 minutes or until the biscuits are golden brown on top. Remove from the oven and let them cool slightly on a wire rack before serving.",8,1200,30,45,170,25,30,20,3,300,6,120,400,500,3,20,15,200,1,2,0,60,0.5,0.8,0.6,5,0.4,6,moderate,5
grok_fast_breakfast_14,grok_fast,breakfast,Biscuits,Whole Wheat Honey Oat Biscuits,"[""200 g Whole wheat flour"", ""50 g Rolled oats"", ""1 tsp Baking powder"", ""0.5 tsp Baking soda"", ""0.5 tsp Salt"", ""60 g Unsalted butter, cold"", ""2 tbsp Honey"", ""150 ml Buttermilk, low-fat""]","Preheat your oven to 200°C and line a baking sheet with parchment paper. In a large mixing bowl, combine the whole wheat flour, rolled oats, baking powder, baking soda, and salt. Mix well to ensure even distribution. Cut the cold butter into small cubes and add it to the dry ingredients. Use your fingertips or a pastry cutter to rub the butter into the flour mixture until it resembles coarse crumbs. Make a well in the center and pour in the honey and buttermilk. Stir gently with a wooden spoon until the dough just comes together; avoid overmixing as this can make the biscuits tough. Turn the dough out onto a lightly floured surface and pat it into a 2 cm thick rectangle. Use a round biscuit cutter or a glass to cut out biscuits, pressing straight down without twisting to ensure they rise evenly. Place the biscuits on the prepared baking sheet, spacing them about 5 cm apart. Bake for 12-15 minutes or until the tops are golden brown. Remove from the oven and let them cool slightly on a wire rack before serving warm.",8,1200,30,45,170,25,30,15,2.5,400,8,120,500,600,4,50,20,300,2,5,0,100,0.5,0.8,0.6,5,0.4,6,moderate,5
grok_fast_breakfast_15,grok_fast,breakfast,Biscuits,Whole Wheat Honey Oat Biscuits,"[""200 g Whole wheat flour"", ""50 g Rolled oats"", ""1 tsp Baking powder"", ""0.5 tsp Baking soda"", ""0.5 tsp Salt"", ""60 g Unsalted butter, cold"", ""2 tbsp Honey"", ""150 ml Buttermilk, low-fat""]","Preheat your oven to 200°C and line a baking sheet with parchment paper. In a large mixing bowl, combine the whole wheat flour, rolled oats, baking powder, baking soda, and salt. Cut the cold butter into small cubes and add it to the dry ingredients. Use your fingertips or a pastry cutter to rub the butter into the flour mixture until it resembles coarse crumbs. Drizzle the honey over the mixture and pour in the buttermilk. Stir gently with a wooden spoon until the dough just comes together; do not overmix. Turn the dough out onto a lightly floured surface and pat it into a 2 cm thick rectangle. Use a round biscuit cutter or a glass to cut out biscuits, placing them onto the prepared baking sheet about 5 cm apart. Gather any scraps, pat them together, and cut out additional biscuits. Bake for 12-15 minutes or until the tops are golden brown. Remove from the oven and let them cool slightly on a wire rack before serving.",8,1200,30,45,170,25,30,20,2.5,400,8,120,600,800,5,50,20,200,1,3,0,100,0.5,0.8,0.6,5,0.4,6,moderate,5
grok_fast_breakfast_16,grok_fast,breakfast,Blintzes,Whole Wheat Blintzes with Cottage Cheese and Berries,"[""100 g Whole wheat flour"", ""2 piece Egg, raw"", ""2 dl Milk, low-fat, 1.5% fat"", ""1 tbsp Olive oil"", ""200 g Cottage cheese, low-fat"", ""100 g Mixed berries, fresh (strawberries, blueberries)"", ""1 tbsp Honey, natural"", ""50 g Greek yogurt, plain, non-fat""]","In a medium bowl, whisk together the whole wheat flour, eggs, and low-fat milk until a smooth batter forms. Heat a non-stick skillet over medium heat and lightly coat it with a small amount of olive oil. Pour about 2 tablespoons of batter into the skillet, swirling to spread it thinly across the bottom. Cook for about 1-2 minutes or until the edges start to lift and the bottom is lightly golden, then carefully flip and cook for another 30 seconds. Repeat with the remaining batter to make about 8 blintzes. In a small bowl, mix the cottage cheese with honey until well combined. Place a spoonful of the cottage cheese mixture in the center of each blintz, add a few mixed berries on top, then fold the blintz by tucking in the sides and rolling it up like a burrito. Serve the blintzes warm with a dollop of Greek yogurt and a few extra berries on top for garnish.",4,800,40,25,100,5,30,10,1,400,4,80,500,600,3,50,20,200,2,3,30,100,2,0.5,0.8,2,0.3,5,healthy,6
grok_fast_breakfast_17,grok_fast,breakfast,Blintzes,Whole Wheat Blintzes with Cottage Cheese and Berries,"[""100 g Whole wheat flour"", ""2 piece Egg, raw"", ""2 dl Milk, semi-skimmed"", ""1 tbsp Olive oil"", ""200 g Cottage cheese, low-fat"", ""100 g Blueberries, fresh"", ""100 g Strawberries, fresh"", ""1 tbsp Honey"", ""1 tsp Vanilla extract""]","In a medium bowl, whisk together the whole wheat flour, eggs, and milk until a smooth batter forms. Heat a non-stick skillet over medium heat and lightly coat it with a small amount of olive oil. Pour about 2 tablespoons of batter into the skillet, swirling it to form a thin, even layer. Cook for 1-2 minutes or until the edges start to lift and the bottom is lightly golden, then flip and cook for another 30 seconds. Repeat until all batter is used, stacking the blintzes on a plate. In a separate bowl, mix the cottage cheese with honey and vanilla extract. Place a spoonful of the cheese mixture in the center of each blintz, then fold the sides over to create a small parcel. Return the filled blintzes to the skillet over low heat for 1-2 minutes to warm through. Serve topped with fresh blueberries and strawberries for a burst of flavor and color.",4,800,40,25,100,8,30,10,1.2,400,4,80,500,600,3,50,20,200,2,3,50,100,1.5,0.5,0.8,2,0.4,6,healthy,5
grok_fast_breakfast_18,grok_fast,breakfast,Blintzes,Whole Wheat Ricotta Blintzes with Berry Compote,"[""100 g Whole wheat flour"", ""2 piece Egg, raw"", ""3 dl Milk, low-fat"", ""1 tbsp Olive oil"", ""200 g Ricotta cheese, part-skim"", ""1 tbsp Honey"", ""1 tsp Vanilla extract"", ""150 g Blueberries, fresh"", ""150 g Strawberries, fresh"", ""1 tbsp Lemon juice"", ""2 tbsp Water""]","In a medium bowl, whisk together the whole wheat flour, eggs, and low-fat milk until a smooth batter forms. Heat a non-stick skillet over medium heat and lightly brush with a small amount of olive oil. Pour about 60 ml of batter into the skillet, swirling to cover the bottom thinly. Cook for about 2 minutes or until the edges start to lift and the bottom is lightly golden, then flip and cook for another 1 minute. Repeat until all batter is used, stacking the blintzes on a plate. In a separate bowl, mix the ricotta cheese with honey and vanilla extract until well combined. Spoon about 2 tablespoons of the ricotta mixture into the center of each blintz, fold the sides over the filling, and then roll up to enclose. For the berry compote, combine blueberries, strawberries, lemon juice, and water in a small saucepan over medium heat. Cook for 5-7 minutes, stirring occasionally, until the berries break down into a thick sauce. Serve the blintzes warm, topped with a generous spoonful of berry compote.",4,1200,50,40,160,15,60,15,1.2,600,5,100,400,800,3,50,20,300,2,3,80,100,1.5,0.5,0.8,2,0.4,5,healthy,6
grok_fast_breakfast_19,grok_fast,breakfast,Blintzes,Whole Wheat Blintzes with Cottage Cheese and Fresh Berries,"[""100 g Whole wheat flour"", ""2 pieces Egg, raw"", ""2 dl Milk, skimmed"", ""1 tbsp Olive oil"", ""200 g Cottage cheese, low-fat"", ""100 g Strawberries, fresh"", ""100 g Blueberries, fresh"", ""1 tbsp Honey"", ""1 tsp Vanilla extract""]","In a medium bowl, whisk together the whole wheat flour, eggs, and skimmed milk until you have a smooth batter. Let it rest for about 10 minutes to allow the flour to hydrate. Heat a non-stick skillet over medium heat and lightly brush it with a bit of olive oil. Pour about 2 tablespoons of batter into the skillet, tilting the pan to spread it evenly into a thin circle. Cook for about 1-2 minutes until the edges start to lift and the bottom is lightly golden, then flip and cook for another 30 seconds. Repeat with the remaining batter to make about 8 blintzes. In a small bowl, mix the cottage cheese with honey and vanilla extract until well combined. Place a spoonful of the cottage cheese mixture in the center of each blintz, then fold the edges over to form a neat packet. Return the filled blintzes to the skillet, seam side down, and cook for 1-2 minutes on each side until slightly golden and warmed through. Serve the blintzes topped with fresh strawberries and blueberries for a burst of color and flavor.",4,800,40,20,110,5,30,10,1.2,400,5,100,500,800,3,50,20,200,2,3,60,100,1.5,0.4,0.6,2,0.3,5,healthy,6
grok_fast_breakfast_20,grok_fast,breakfast,Blintzes,Whole Wheat Blintzes with Cottage Cheese and Berries,"[""100 g Whole wheat flour"", ""2 piece Egg, raw"", ""2 dl Milk, low-fat, 1.5%"", ""1 tbsp Olive oil"", ""200 g Cottage cheese, low-fat"", ""100 g Mixed berries, fresh (strawberries, blueberries)"", ""1 tbsp Honey"", ""50 g Greek yogurt, plain, 0% fat""]","In a medium bowl, whisk together the whole wheat flour, eggs, and milk until a smooth batter forms. Let the batter rest for about 10 minutes to allow the flour to hydrate. Heat a non-stick skillet over medium heat and lightly brush with a small amount of olive oil. Pour about 2 tablespoons of batter into the skillet, swirling to spread it thinly across the bottom. Cook for 1-2 minutes or until the edges start to lift and the bottom is lightly golden, then flip and cook for another 30 seconds. Remove to a plate and repeat with the remaining batter, stacking the blintzes as you go. In a small bowl, mix the cottage cheese with honey until well combined. Place a spoonful of the cottage cheese mixture in the center of each blintz, then fold the sides over to enclose the filling, forming a small parcel. Return the filled blintzes to the skillet, seam side down, and cook for 1-2 minutes on each side until lightly golden and warmed through. Serve the blintzes topped with mixed berries and a dollop of Greek yogurt for a fresh, nutritious finish.",4,800,40,20,110,5,30,10,1.2,400,4,80,500,700,3,50,20,200,2,3,30,100,1.5,0.4,0.6,2,0.3,5,healthy,6
grok_fast_breakfast_21,grok_fast,breakfast,Breakfast Burritos,Veggie-Packed Breakfast Burritos with Black Beans and Avocado,"[""4 pieces Whole wheat tortillas, medium size"", ""200 g Black beans, canned, drained"", ""4 pieces Egg, raw"", ""100 g Bell pepper, red, diced"", ""50 g Onion, raw, diced"", ""100 g Avocado, sliced"", ""50 g Spinach, raw"", ""100 g Cheddar cheese, shredded"", ""1 tbsp Olive oil"", ""2 ml Lime juice, fresh"", ""2 g Salt"", ""1 g Black pepper, ground""]","Start by heating the olive oil in a large non-stick skillet over medium heat. Add the diced onion and red bell pepper to the skillet and sauté for about 5 minutes until they soften and become fragrant. Next, whisk the eggs in a bowl with salt and black pepper, then pour them into the skillet with the vegetables. Stir gently and cook for 3 to 4 minutes until the eggs are just set, making sure not to overcook them. Remove the skillet from the heat and set aside. In a small bowl, toss the avocado slices with lime juice to prevent browning. Warm the whole wheat tortillas in a microwave for about 20 seconds or on a dry skillet for a few seconds on each side to make them pliable. To assemble the burritos, lay a tortilla flat on a clean surface, then place a handful of fresh spinach in the center, followed by a portion of the egg and vegetable mixture, a spoonful of black beans, a few avocado slices, and a sprinkle of shredded cheddar cheese. Fold the bottom of the tortilla up over the filling, then fold in the sides and roll tightly to close. Repeat with the remaining tortillas and filling. Serve immediately or wrap in foil for an on-the-go breakfast.",4,1600,70,80,150,25,10,30,4,800,10,200,1000,1800,8,100,60,400,5,10,80,300,3,1.2,1.5,8,1.8,6,healthy,6
