recipe_id,recipe_title,ingredient_raw,ingredient_name,amount,unit,grams,ignored,matched_food_id,matched_food_name,match_score
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,1 tsp ground cinnamon,ground cinnamon,1.0,tsp,5.0,True,,,-1
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,"80 g plain Greek yogurt, non-fat","plain Greek yogurt, non-fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,"2 large eggs, raw","eggs, raw",2.0,large,110.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,60 ml rapeseed oil,rapeseed oil,0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,"50 g walnuts, chopped","walnuts, chopped",50.0,g,50.0,False,6.56,Walnuts,2
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,1 pinch salt,salt,1.0,pinch,,True,,,-1
gpt54_nano_breakfast_8,Wholewheat Banana Oat Bread with Cinnamon and Walnuts,1 tbsp honey,honey,1.0,tbsp,22.0,False,9.003,Honey,2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,"3 piece Banana, ripe","Banana, ripe",3.0,piece,360.0,False,6.525,"Banana, raw",2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,200 g Rolled oats,Rolled oats,200.0,g,200.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,120 g Whole wheat flour,Whole wheat flour,120.0,g,120.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,"80 g Walnuts, chopped","Walnuts, chopped",80.0,g,80.0,False,6.56,Walnuts,2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,"2 piece Egg, whole, raw","Egg, whole, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,120 ml Plain low-fat yogurt,Plain low-fat yogurt,1.2,dl,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,60 ml Rapeseed oil,Rapeseed oil,0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,3 g Baking powder,Baking powder,3.0,g,3.0,True,,,-1
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,2 g Baking soda,Baking soda,2.0,g,2.0,True,,,-1
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,4 g Ground cinnamon,Ground cinnamon,4.0,g,4.0,True,,,-1
gpt54_nano_breakfast_9,Wholegrain Banana Oat Bread with Walnuts and Cinnamon,2 g Fine salt,Fine salt,2.0,g,2.0,True,,,-1
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,"220 g ripe bananas, mashed","ripe bananas, mashed",220.0,g,220.0,False,173944.0,"Bananas, raw",2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,140 g whole wheat flour,whole wheat flour,140.0,g,140.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,80 g rolled oats,rolled oats,80.0,g,80.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,120 g nonfat Greek yogurt,nonfat Greek yogurt,120.0,g,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,"2 piece eggs, raw","eggs, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,"30 g walnuts, chopped","walnuts, chopped",30.0,g,30.0,False,6.56,Walnuts,2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,60 g honey,honey,60.0,g,60.0,False,9.003,Honey,2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,60 ml olive oil,olive oil,0.6,dl,54.0,False,8.019,"Oil, olive",2
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,1 tsp baking powder,baking powder,1.0,tsp,5.5,True,,,-1
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,1 tsp baking soda,baking soda,1.0,tsp,5.5,True,,,-1
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,1 tsp ground cinnamon,ground cinnamon,1.0,tsp,5.0,True,,,-1
gpt54_nano_breakfast_10,Whole-Grain Banana Bread with Walnuts and Cinnamon,2 g fine salt,fine salt,2.0,g,2.0,True,,,-1
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,180 g rolled oats,rolled oats,180.0,g,180.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,"120 g plain Greek yogurt, non-fat","plain Greek yogurt, non-fat",120.0,g,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,"2 pieces eggs, raw","eggs, raw",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,"50 g blueberries, fresh","blueberries, fresh",50.0,g,50.0,False,6.667,"Blueberries, American, raw",2
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,20 g ground flaxseed,ground flaxseed,20.0,g,20.0,False,5.012,"Linseeds, flax seeds, crushed",2
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,8 g baking powder,baking powder,8.0,g,8.0,True,,,-1
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,2 g fine salt,fine salt,2.0,g,2.0,True,,,-1
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,30 g honey,honey,30.0,g,30.0,False,9.003,Honey,2
gpt54_nano_breakfast_11,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,10 ml olive oil,olive oil,0.1,dl,9.0,False,8.019,"Oil, olive",2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,200 g wholemeal wheat flour,wholemeal wheat flour,200.0,g,200.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,100 g rolled oats,rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,"120 g plain Greek yogurt, 2% fat","plain Greek yogurt, 2% fat",120.0,g,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,"1 large egg, raw","egg, raw",1.0,large,55.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,"120 g ripe banana, mashed","ripe banana, mashed",120.0,g,120.0,False,6.525,"Banana, raw",2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,60 ml honey,honey,0.6,dl,84.0,False,9.003,Honey,2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,50 ml sunflower oil,sunflower oil,0.5,dl,45.0,False,8.114,"Oil, rapeseed and sunflower, Vita",2
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,8 g baking powder,baking powder,8.0,g,8.0,True,,,-1
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,3 g ground cinnamon,ground cinnamon,3.0,g,3.0,True,,,-1
gpt54_nano_breakfast_12,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,3 g fine salt,fine salt,3.0,g,3.0,True,,,-1
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,180 g rolled oats,rolled oats,180.0,g,180.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,"1 piece medium banana, ripe, mashed","medium banana, ripe, mashed",1.0,piece,58.0,False,6.525,"Banana, raw",2
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,"120 g plain Greek yogurt, nonfat","plain Greek yogurt, nonfat",120.0,g,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,2 pieces large egg,large egg,2.0,pieces,136.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,10 g baking powder,baking powder,10.0,g,10.0,True,,,-1
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,5 g ground cinnamon,ground cinnamon,5.0,g,5.0,True,,,-1
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,3 g fine salt,fine salt,3.0,g,3.0,True,,,-1
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,30 g almond butter,almond butter,30.0,g,30.0,False,6.68,"Almond spread, home-made",2
gpt54_nano_breakfast_13,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,20 g chia seeds,chia seeds,20.0,g,20.0,False,5.38,"Chia seeds, dried",2
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,180 g rolled oats,rolled oats,180.0,g,180.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,"200 g cottage cheese, low-fat","cottage cheese, low-fat",200.0,g,200.0,False,1.028,Cottage cheese,2
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,"1 piece egg, raw","egg, raw",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,25 g ground almonds,ground almonds,25.0,g,25.0,False,6.107,Almonds,2
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,8 g baking powder,baking powder,8.0,g,8.0,True,,,-1
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,5 g dried oregano,dried oregano,5.0,g,5.0,True,,,-1
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,3 g garlic powder,garlic powder,3.0,g,3.0,True,,,-1
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,3 g fine salt,fine salt,3.0,g,3.0,True,,,-1
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,10 ml olive oil,olive oil,0.1,dl,9.0,False,8.019,"Oil, olive",2
gpt54_nano_breakfast_14,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,"80 g blueberries, fresh","blueberries, fresh",80.0,g,80.0,False,6.667,"Blueberries, American, raw",2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,180 g rolled oats,rolled oats,180.0,g,180.0,False,5.004,Oatmeal,2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,"120 g plain Greek yogurt, low-fat","plain Greek yogurt, low-fat",120.0,g,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,"2 large eggs, raw","eggs, raw",2.0,large,110.0,False,2.03,"Egg, organic, raw",2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,"60 g blueberries, fresh","blueberries, fresh",60.0,g,60.0,False,6.667,"Blueberries, American, raw",2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,10 g baking powder,baking powder,10.0,g,10.0,True,,,-1
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,5 g ground cinnamon,ground cinnamon,5.0,g,5.0,True,,,-1
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,15 g honey,honey,15.0,g,15.0,False,9.003,Honey,2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,20 g rapeseed oil,rapeseed oil,20.0,g,20.0,False,8.235,"Oil, rapeseed",2
gpt54_nano_breakfast_15,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,2 g fine salt,fine salt,2.0,g,2.0,True,,,-1
gpt54_nano_breakfast_16,Whole-Grain Cottage Cheese Blintzes with Berry Compote,120 g whole-grain wheat flour,whole-grain wheat flour,120.0,g,120.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_nano_breakfast_16,Whole-Grain Cottage Cheese Blintzes with Berry Compote,"2 pieces eggs, raw","eggs, raw",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
