recipe_id,recipe_title,ingredient_raw,ingredient_name,amount,unit,grams,ignored,matched_food_id,matched_food_name,match_score
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,"100 g Yogurt, plain, low-fat","Yogurt, plain, low-fat",100.0,g,100.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,80 g Honey,Honey,80.0,g,80.0,False,9.003,Honey,2
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,"50 g Walnuts, chopped","Walnuts, chopped",50.0,g,50.0,False,6.56,Walnuts,2
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,30 g Olive oil,Olive oil,30.0,g,30.0,False,8.019,"Oil, olive",2
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,5 g Baking powder,Baking powder,5.0,g,5.0,True,,,-1
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,"3 g Cinnamon, ground","Cinnamon, ground",3.0,g,3.0,True,,,-1
grok4_fast_breakfast_7,Healthy Banana Oat Bread with Walnuts and Yogurt,2 g Salt,Salt,2.0,g,2.0,True,,,-1
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,"200 g Banana, ripe, mashed","Banana, ripe, mashed",200.0,g,200.0,False,6.525,"Banana, raw",2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,150 g Whole wheat flour,Whole wheat flour,150.0,g,150.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,"2 piece Egg, raw","Egg, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,"100 g Greek yogurt, low-fat","Greek yogurt, low-fat",100.0,g,100.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,50 ml Vegetable oil,Vegetable oil,0.5,dl,45.0,False,8.235,"Oil, rapeseed",2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,50 g Honey,Honey,50.0,g,50.0,False,9.003,Honey,2
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,5 g Baking powder,Baking powder,5.0,g,5.0,True,,,-1
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,"2 g Cinnamon, ground","Cinnamon, ground",2.0,g,2.0,True,,,-1
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,2 g Salt,Salt,2.0,g,2.0,True,,,-1
grok4_fast_breakfast_8,Healthy Oat and Banana Breakfast Bread,"50 g Walnuts, chopped","Walnuts, chopped",50.0,g,50.0,False,6.56,Walnuts,2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,"300 g Banana, ripe, mashed","Banana, ripe, mashed",300.0,g,300.0,False,6.525,"Banana, raw",2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,"200 g Oats, rolled, blended to flour","Oats, rolled, blended to flour",200.0,g,200.0,False,,,0
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,"150 g Yogurt, plain, low-fat","Yogurt, plain, low-fat",150.0,g,150.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,"100 g Egg, raw, beaten","Egg, raw, beaten",100.0,g,100.0,False,2.03,"Egg, organic, raw",2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,80 g Honey,Honey,80.0,g,80.0,False,9.003,Honey,2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,"50 g Walnuts, chopped","Walnuts, chopped",50.0,g,50.0,False,6.56,Walnuts,2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,40 g Olive oil,Olive oil,40.0,g,40.0,False,8.019,"Oil, olive",2
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,10 g Baking powder,Baking powder,10.0,g,10.0,True,,,-1
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,"5 g Cinnamon, ground","Cinnamon, ground",5.0,g,5.0,True,,,-1
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,2 g Salt,Salt,2.0,g,2.0,True,,,-1
grok4_fast_breakfast_9,Healthy Banana Oat Bread with Walnuts and Yogurt,5 g Vanilla extract,Vanilla extract,5.0,g,5.0,True,,,-1
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,"250 g Bananas, raw, peeled","Bananas, raw, peeled",250.0,g,250.0,False,173944.0,"Bananas, raw",2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,200 g Whole wheat flour,Whole wheat flour,200.0,g,200.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,"2 piece Egg, raw","Egg, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,"80 g Greek yogurt, low-fat","Greek yogurt, low-fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,50 g Honey,Honey,50.0,g,50.0,False,9.003,Honey,2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,"30 g Walnuts, raw","Walnuts, raw",30.0,g,30.0,False,6.56,Walnuts,2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,20 g Rapeseed oil,Rapeseed oil,20.0,g,20.0,False,8.235,"Oil, rapeseed",2
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,5 g Baking powder,Baking powder,5.0,g,5.0,True,,,-1
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,"2 g Cinnamon, ground","Cinnamon, ground",2.0,g,2.0,True,,,-1
grok4_fast_breakfast_10,Healthy Banana Oat Bread with Walnuts and Cinnamon,2 g Salt,Salt,2.0,g,2.0,True,,,-1
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,200 g Whole wheat flour,Whole wheat flour,200.0,g,200.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,"50 g Almonds, ground","Almonds, ground",50.0,g,50.0,False,6.107,Almonds,2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,1 tsp Baking powder,Baking powder,1.0,tsp,5.5,True,,,-1
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,"1 tsp Cinnamon, ground","Cinnamon, ground",1.0,tsp,5.0,True,,,-1
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,"50 g Butter, unsalted","Butter, unsalted",50.0,g,50.0,False,8.005,Butter,2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,50 g Honey,Honey,50.0,g,50.0,False,9.003,Honey,2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,"150 ml Milk, semi-skimmed","Milk, semi-skimmed",1.5,dl,150.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,"1 piece Egg, raw","Egg, raw",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
grok4_fast_breakfast_11,Healthy Oat and Almond Whole Wheat Biscuits,50 g Raisins,Raisins,50.0,g,50.0,False,6.549,Raisins,2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,150 g Whole wheat flour,Whole wheat flour,150.0,g,150.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,"50 g Almonds, ground","Almonds, ground",50.0,g,50.0,False,6.107,Almonds,2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,1 tsp Baking powder,Baking powder,1.0,tsp,5.5,True,,,-1
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,"1 tsp Cinnamon, ground","Cinnamon, ground",1.0,tsp,5.0,True,,,-1
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,50 g Olive oil,Olive oil,50.0,g,50.0,False,8.019,"Oil, olive",2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,"100 ml Almond milk, unsweetened","Almond milk, unsweetened",1.0,dl,100.0,False,13.098,Almond based beverage,2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,"50 g Apple, grated","Apple, grated",50.0,g,50.0,False,6.62,"Apple, Granny Smith, Golden Delicious, raw",2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,2 tbsp Honey,Honey,2.0,tbsp,44.0,False,9.003,Honey,2
grok4_fast_breakfast_12,Healthy Oat and Almond Whole Wheat Biscuits,1 tsp Vanilla extract,Vanilla extract,1.0,tsp,4.5,True,,,-1
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,150 g Whole wheat flour,Whole wheat flour,150.0,g,150.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,50 g Rolled oats,Rolled oats,50.0,g,50.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,1 tsp Baking powder,Baking powder,1.0,tsp,5.5,True,,,-1
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,50 g Sunflower seeds,Sunflower seeds,50.0,g,50.0,False,5.126,Sunflower seeds,2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,30 g Flaxseeds,Flaxseeds,30.0,g,30.0,False,5.012,"Linseeds, flax seeds, crushed",2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,"50 g Butter, unsalted","Butter, unsalted",50.0,g,50.0,False,8.005,Butter,2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,"100 ml Milk, semi-skimmed","Milk, semi-skimmed",1.0,dl,100.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,"1 piece Egg, raw","Egg, raw",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
grok4_fast_breakfast_13,Whole Wheat Oat Biscuits with Seeds and Honey,2 tbsp Honey,Honey,2.0,tbsp,44.0,False,9.003,Honey,2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,"120 g Flour, wheat, wholemeal","Flour, wheat, wholemeal",120.0,g,120.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,"80 g Oats, rolled","Oats, rolled",80.0,g,80.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,1 tsp Baking powder,Baking powder,1.0,tsp,5.5,True,,,-1
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,"50 g Butter, unsalted","Butter, unsalted",50.0,g,50.0,False,8.005,Butter,2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,50 g Honey,Honey,50.0,g,50.0,False,9.003,Honey,2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,"1 piece Egg, raw, medium","Egg, raw, medium",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,"50 ml Milk, semi-skimmed","Milk, semi-skimmed",0.5,dl,50.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,30 g Sunflower seeds,Sunflower seeds,30.0,g,30.0,False,5.126,Sunflower seeds,2
grok4_fast_breakfast_14,Whole Wheat Oat Biscuits with Seeds and Honey,"20 g Flaxseeds, whole","Flaxseeds, whole",20.0,g,20.0,False,5.012,"Linseeds, flax seeds, crushed",2
grok4_fast_breakfast_15,Whole Wheat Oat Biscuits with Seeds and Honey,150 g Whole wheat flour,Whole wheat flour,150.0,g,150.0,False,5.006,"Wheat flour, wholemeal",2
grok4_fast_breakfast_15,Whole Wheat Oat Biscuits with Seeds and Honey,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
grok4_fast_breakfast_15,Whole Wheat Oat Biscuits with Seeds and Honey,"50 g Almonds, ground","Almonds, ground",50.0,g,50.0,False,6.107,Almonds,2
grok4_fast_breakfast_15,Whole Wheat Oat Biscuits with Seeds and Honey,30 g Sunflower seeds,Sunflower seeds,30.0,g,30.0,False,5.126,Sunflower seeds,2
grok4_fast_breakfast_15,Whole Wheat Oat Biscuits with Seeds and Honey,30 g Flaxseeds,Flaxseeds,30.0,g,30.0,False,5.012,"Linseeds, flax seeds, crushed",2
grok4_fast_breakfast_15,Whole Wheat Oat Biscuits with Seeds and Honey,1 tsp Baking powder,Baking powder,1.0,tsp,5.5,True,,,-1
