recipe_id,recipe_title,ingredient_raw,ingredient_name,amount,unit,grams,ignored,matched_food_id,matched_food_name,match_score
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"1 piece Avocado, raw","Avocado, raw",1.0,piece,60.0,False,6.524,"Avocado, raw",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"80 g Greek yogurt, plain, low fat","Greek yogurt, plain, low fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"1 tbsp Lemon juice, fresh","Lemon juice, fresh",1.0,tbsp,15.0,False,6.729,"Lemon juice, bottled",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"2 g Dill, fresh","Dill, fresh",2.0,g,2.0,False,6.12,"Dill, raw",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"20 g Cucumber, raw","Cucumber, raw",20.0,g,20.0,False,6.01,"Cucumber, Norwegian, raw",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"20 g Red onion, raw","Red onion, raw",20.0,g,20.0,False,6.042,"Onion, Norwegian, raw",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"10 g Capers, canned, drained","Capers, canned, drained",10.0,g,10.0,False,6.129,"Capers, canned",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,5 ml Olive oil,Olive oil,0.05,dl,4.5,False,8.019,"Oil, olive",2
gpt54_mini_breakfast_2,Smoked Salmon and Avocado Wholegrain Bagels with Lemon-Dill Yogurt,"1 g Black pepper, ground","Black pepper, ground",1.0,g,1.0,True,,,-1
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",240 g whole wheat bagels,whole wheat bagels,240.0,g,240.0,False,5.454,"Bagels, home-made",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",120 g smoked salmon,smoked salmon,120.0,g,120.0,False,4.018,"Salmon, smoked",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",100 g avocado,avocado,100.0,g,100.0,False,6.524,"Avocado, raw",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt","80 g plain Greek yogurt, low fat","plain Greek yogurt, low fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",30 g cucumber,cucumber,30.0,g,30.0,False,6.01,"Cucumber, Norwegian, raw",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",20 g red onion,red onion,20.0,g,20.0,False,6.042,"Onion, Norwegian, raw",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",10 g fresh dill,fresh dill,10.0,g,10.0,False,6.12,"Dill, raw",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",10 ml lemon juice,lemon juice,0.1,dl,10.0,False,6.729,"Lemon juice, bottled",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",5 g capers,capers,5.0,g,5.0,False,6.129,"Capers, canned",2
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",2 g black pepper,black pepper,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_3,"Whole Wheat Bagels with Smoked Salmon, Avocado and Herbed Yogurt",2 g chia seeds,chia seeds,2.0,g,2.0,False,5.38,"Chia seeds, dried",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,2 pieces wholegrain bagel,wholegrain bagel,2.0,pieces,,False,5.454,"Bagels, home-made",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,120 g smoked salmon,smoked salmon,120.0,g,120.0,False,4.018,"Salmon, smoked",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,100 g avocado,avocado,100.0,g,100.0,False,6.524,"Avocado, raw",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,"80 g plain Greek yogurt, low fat","plain Greek yogurt, low fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,10 g lemon juice,lemon juice,10.0,g,10.0,False,6.729,"Lemon juice, bottled",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,5 g fresh dill,fresh dill,5.0,g,5.0,False,6.12,"Dill, raw",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,40 g cucumber,cucumber,40.0,g,40.0,False,6.01,"Cucumber, Norwegian, raw",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,20 g red onion,red onion,20.0,g,20.0,False,6.042,"Onion, Norwegian, raw",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,20 g baby spinach,baby spinach,20.0,g,20.0,False,6.064,"Spinach, raw",2
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,2 g black pepper,black pepper,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_4,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Dill Yogurt,2 g sesame seeds,sesame seeds,2.0,g,2.0,False,5.03,"Sesame seeds, with shell",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,2 piece wholegrain bagel,wholegrain bagel,2.0,piece,,False,5.454,"Bagels, home-made",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,120 g smoked salmon,smoked salmon,120.0,g,120.0,False,4.018,"Salmon, smoked",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,1 piece avocado,avocado,1.0,piece,60.0,False,6.524,"Avocado, raw",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,"80 g plain yogurt, low fat","plain yogurt, low fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,1 tbsp lemon juice,lemon juice,1.0,tbsp,15.0,False,6.729,"Lemon juice, bottled",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,"10 g dill, fresh","dill, fresh",10.0,g,10.0,False,6.12,"Dill, raw",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,40 g cucumber,cucumber,40.0,g,40.0,False,6.01,"Cucumber, Norwegian, raw",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,20 g red onion,red onion,20.0,g,20.0,False,6.042,"Onion, Norwegian, raw",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,"1 tbsp capers, drained","capers, drained",1.0,tbsp,15.0,False,6.129,"Capers, canned",2
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,2 g black pepper,black pepper,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_5,Smoked Salmon and Avocado Wholegrain Bagels with Lemon Yogurt,2 g sea salt,sea salt,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"300 g banana, raw, ripe","banana, raw, ripe",300.0,g,300.0,False,6.525,"Banana, raw",2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"2 piece egg, whole, raw","egg, whole, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"120 g yogurt, plain, low fat","yogurt, plain, low fat",120.0,g,120.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,60 ml rapeseed oil,rapeseed oil,0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"80 g sugar, brown","sugar, brown",80.0,g,80.0,False,9.001,"Sugar, brown",2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"180 g flour, wholemeal wheat","flour, wholemeal wheat",180.0,g,180.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"40 g oats, rolled","oats, rolled",40.0,g,40.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,10 g baking powder,baking powder,10.0,g,10.0,True,,,-1
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,3 g baking soda,baking soda,3.0,g,3.0,True,,,-1
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"2 g salt, table","salt, table",2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,"5 g cinnamon, ground","cinnamon, ground",5.0,g,5.0,True,,,-1
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,60 g walnut kernels,walnut kernels,60.0,g,60.0,False,6.56,Walnuts,2
gpt54_mini_breakfast_6,Wholegrain Banana Bread with Walnuts and Yogurt,5 ml vanilla extract,vanilla extract,0.05,dl,4.75,True,,,-1
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"3 piece Banana, raw","Banana, raw",3.0,piece,360.0,False,6.525,"Banana, raw",2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"250 g Wheat flour, wholemeal","Wheat flour, wholemeal",250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"50 g Oats, rolled, dry","Oats, rolled, dry",50.0,g,50.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"2 piece Egg, raw","Egg, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"150 g Yogurt, Greek, plain, low fat","Yogurt, Greek, plain, low fat",150.0,g,150.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"60 ml Oil, rapeseed","Oil, rapeseed",0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"80 g Sugar, brown","Sugar, brown",80.0,g,80.0,False,9.001,"Sugar, brown",2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,8 g Baking powder,Baking powder,8.0,g,8.0,True,,,-1
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,3 g Baking soda,Baking soda,3.0,g,3.0,True,,,-1
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,2 g Salt,Salt,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,5 ml Vanilla extract,Vanilla extract,0.05,dl,4.75,True,,,-1
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"1 g Cinnamon, ground","Cinnamon, ground",1.0,g,1.0,True,,,-1
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"50 g Walnuts, plain, unsalted","Walnuts, plain, unsalted",50.0,g,50.0,False,6.56,Walnuts,2
gpt54_mini_breakfast_7,Wholemeal Banana Bread with Walnuts and Greek Yogurt,"20 ml Milk, semi-skimmed","Milk, semi-skimmed",0.2,dl,20.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,"300 g ripe banana, raw","ripe banana, raw",300.0,g,300.0,False,6.525,"Banana, raw",2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,150 g wholemeal wheat flour,wholemeal wheat flour,150.0,g,150.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,50 g rolled oats,rolled oats,50.0,g,50.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,60 g walnut kernels,walnut kernels,60.0,g,60.0,False,6.56,Walnuts,2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,"2 pieces egg, raw","egg, raw",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,"80 g plain yogurt, low-fat","plain yogurt, low-fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,40 g rapeseed oil,rapeseed oil,40.0,g,40.0,False,8.235,"Oil, rapeseed",2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,60 g honey,honey,60.0,g,60.0,False,9.003,Honey,2
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,8 g baking powder,baking powder,8.0,g,8.0,True,,,-1
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,2 g baking soda,baking soda,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,2 g ground cinnamon,ground cinnamon,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,1 g salt,salt,1.0,g,1.0,True,,,-1
gpt54_mini_breakfast_8,Moist Wholemeal Banana Bread with Oats and Walnuts,5 ml vanilla extract,vanilla extract,0.05,dl,4.75,True,,,-1
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,"3 pieces banana, raw","banana, raw",3.0,pieces,360.0,False,6.525,"Banana, raw",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,"2 pieces egg, raw","egg, raw",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,"80 g yogurt, plain, low fat","yogurt, plain, low fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,60 ml rapeseed oil,rapeseed oil,0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,"120 g flour, wholemeal wheat","flour, wholemeal wheat",120.0,g,120.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,80 g oat flour,oat flour,80.0,g,80.0,False,169741.0,"Oat flour, partially debranned",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,"70 g sugar, brown","sugar, brown",70.0,g,70.0,False,9.001,"Sugar, brown",2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,1 tsp baking powder,baking powder,1.0,tsp,5.5,True,,,-1
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,1 tsp baking soda,baking soda,1.0,tsp,5.5,True,,,-1
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,"1 tsp cinnamon, ground","cinnamon, ground",1.0,tsp,5.0,True,,,-1
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,1 g salt,salt,1.0,g,1.0,True,,,-1
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,50 g walnuts,walnuts,50.0,g,50.0,False,6.56,Walnuts,2
gpt54_mini_breakfast_9,Wholemeal Banana Bread with Walnuts and Cinnamon,5 ml vanilla extract,vanilla extract,0.05,dl,4.75,True,,,-1
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,"300 g ripe banana, raw","ripe banana, raw",300.0,g,300.0,False,6.525,"Banana, raw",2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,180 g wholemeal wheat flour,wholemeal wheat flour,180.0,g,180.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,50 g rolled oats,rolled oats,50.0,g,50.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,"2 piece egg, raw","egg, raw",2.0,piece,110.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,60 ml rapeseed oil,rapeseed oil,0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,"80 g plain yogurt, low fat","plain yogurt, low fat",80.0,g,80.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,60 g brown sugar,brown sugar,60.0,g,60.0,False,9.001,"Sugar, brown",2
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,10 g baking powder,baking powder,10.0,g,10.0,True,,,-1
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,2 g baking soda,baking soda,2.0,g,2.0,True,,,-1
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,3 g ground cinnamon,ground cinnamon,3.0,g,3.0,True,,,-1
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,1 g salt,salt,1.0,g,1.0,True,,,-1
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,80 g walnut kernel,walnut kernel,80.0,g,80.0,False,,,0
gpt54_mini_breakfast_10,Wholemeal Banana Bread with Walnuts and Cinnamon,5 ml vanilla extract,vanilla extract,0.05,dl,4.75,True,,,-1
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,200 g wholemeal wheat flour,wholemeal wheat flour,200.0,g,200.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,80 g plain wheat flour,plain wheat flour,80.0,g,80.0,False,5.01,"Wheat flour, 80 % extraction",2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,12 g baking powder,baking powder,12.0,g,12.0,True,,,-1
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,3 g salt,salt,3.0,g,3.0,True,,,-1
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,25 g cold unsalted butter,cold unsalted butter,25.0,g,25.0,False,8.005,Butter,2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,180 ml low-fat buttermilk,low-fat buttermilk,1.8,dl,180.0,False,172225.0,"Milk, buttermilk, fluid, whole",2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,"1 piece egg, raw","egg, raw",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,"25 g plain Greek yogurt, low-fat","plain Greek yogurt, low-fat",25.0,g,25.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,15 g fresh chives,fresh chives,15.0,g,15.0,False,6.034,"Chives, raw",2
gpt54_mini_breakfast_11,Wholegrain Buttermilk Biscuits with Chives and Yogurt,10 g rolled oats,rolled oats,10.0,g,10.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,180 g whole wheat flour,whole wheat flour,180.0,g,180.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,120 g plain wheat flour,plain wheat flour,120.0,g,120.0,False,5.01,"Wheat flour, 80 % extraction",2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,12 g baking powder,baking powder,12.0,g,12.0,True,,,-1
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,3 g fine salt,fine salt,3.0,g,3.0,True,,,-1
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,30 g cold unsalted butter,cold unsalted butter,30.0,g,30.0,False,8.005,Butter,2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,10 g olive oil,olive oil,10.0,g,10.0,False,8.019,"Oil, olive",2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,240 ml low-fat buttermilk,low-fat buttermilk,2.4,dl,240.0,False,172225.0,"Milk, buttermilk, fluid, whole",2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,"1 piece egg, raw","egg, raw",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
gpt54_mini_breakfast_12,Whole Wheat Buttermilk Biscuits with Chives,15 g fresh chives,fresh chives,15.0,g,15.0,False,6.034,"Chives, raw",2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,180 g whole wheat flour,whole wheat flour,180.0,g,180.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,70 g plain white flour,plain white flour,70.0,g,70.0,False,5.01,"Wheat flour, 80 % extraction",2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,12 g baking powder,baking powder,12.0,g,12.0,True,,,-1
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,3 g salt,salt,3.0,g,3.0,True,,,-1
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,15 g rolled oats,rolled oats,15.0,g,15.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,"25 g unsalted butter, chilled","unsalted butter, chilled",25.0,g,25.0,False,8.005,Butter,2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,180 g plain low-fat yogurt,plain low-fat yogurt,180.0,g,180.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,30 ml skim milk,skim milk,0.3,dl,30.0,False,1.289,"Milk, skimmed, Styrk",2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,"15 g fresh chives, chopped","fresh chives, chopped",15.0,g,15.0,False,6.034,"Chives, raw",2
gpt54_mini_breakfast_13,Whole Wheat Yogurt Biscuits with Chives and Honey,10 g honey,honey,10.0,g,10.0,False,9.003,Honey,2
gpt54_mini_breakfast_14,Whole Wheat Buttermilk Biscuits with Oats and Chives,180 g whole wheat flour,whole wheat flour,180.0,g,180.0,False,5.006,"Wheat flour, wholemeal",2
gpt54_mini_breakfast_14,Whole Wheat Buttermilk Biscuits with Oats and Chives,60 g rolled oats,rolled oats,60.0,g,60.0,False,5.004,Oatmeal,2
gpt54_mini_breakfast_14,Whole Wheat Buttermilk Biscuits with Oats and Chives,8 g baking powder,baking powder,8.0,g,8.0,True,,,-1
gpt54_mini_breakfast_14,Whole Wheat Buttermilk Biscuits with Oats and Chives,2 g baking soda,baking soda,2.0,g,2.0,True,,,-1
